state,year,sid,cdl,pre2_cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,lagprisoner,poverty,exp_subsidy,exp_pubwelfare,northeast,midwest,south,west,effyear
Connecticut,2010,7,0,0,0,0,0,0,130,0.33633548,0,0,3.650161743,99.76172638,162.6006622,426.0019531,1586.613037,188.3202667,3.734396219,0.505407035,0.028078167,0.028078167,3561486,294.1468814,9,66452,0.893363059,4.94004488,1.358000517,9.088902473,542.498291,564.2030029,9.444653159,143.3862152,1692.986816,1,0,0,0,NA
Delaware,2000,8,0,0,0,0,0,0,25,0.462697268,0,1,3.293733835,183.6585999,463.7577209,687.2046509,2814.16626,415.1422119,3.161984444,0.263498724,0.131749362,0.263498724,759017,391.822581,3.299999952,63768,1.569266558,4.686192989,2.905073166,10.92307568,911.8372803,926.6951294,8.876481027,112.8703384,914.8597412,0,0,1,0,NA
Delaware,2001,8,0,0,0,0,0,0,23,0.400519043,0,0,2.980896235,149.8224487,423.6760864,666.68396,2524.171143,360.1700439,3.758521557,0.648020923,0.129604191,0.129604191,771580,384.1468156,3.5,61087,1.602815032,4.693226814,2.87656498,10.50208664,907.6181641,911.8372803,8.611550325,109.5811234,970.3989868,0,0,1,0,NA
Delaware,2002,8,0,0,0,0,0,0,26,0.486135185,0,0,3.323868752,147.5286407,421.6199646,684.5891113,2372.091797,390.8102722,3.835233212,0.51136446,0.127841115,0.127841115,782221,396.4352785,4,60174,1.630357623,4.667095184,2.850345373,10.16860962,866.507019,907.6181641,9.527486478,123.1319046,1089.193848,0,0,1,0,NA
Delaware,2003,8,0,0,0,0,0,0,21,0.437196404,0,0,2.649862289,181.8310242,465.9972229,765.4316406,2389.040283,371.4854736,2.649862289,0.378551751,0.126183927,0.126183927,792494,388.7726595,4.199999809,58111,1.660328031,4.6261549,2.836362123,9.897488594,857.2935791,866.507019,9.263792533,110.4999084,1118.665771,0,0,1,0,NA
Delaware,2004,8,0,0,0,0,0,0,28,0.42442292,0,0,3.476442814,166.7450867,419.2838135,703.8554688,2394.399902,285.8132629,3.476442814,0.744952023,0.124158673,0.124158673,805421,396.6869501,4,55462,1.67216897,4.581330776,2.825230598,9.627635956,860.0471191,857.2935791,9.913324833,123.5896835,1464.755615,0,0,1,0,NA
Delaware,2005,8,0,0,0,0,0,0,37,0.435681462,0,0,4.519983768,159.5432129,441.2481384,709.8817749,2209.294678,286.9578857,5.008630753,0.488646895,0.122161724,0.122161724,818587,388.8407707,4,57222,1.701590657,4.516318798,2.830609322,9.335721016,850.9785767,860.0471191,10.29713396,124.2895966,1533.478882,0,0,1,0,NA
Delaware,2006,8,0,0,0,0,0,0,42,0.420993865,0,0,4.921052456,209.8477325,437.3878174,742.493042,2394.092041,337.912262,4.921052456,0.58583957,0.117167912,0.117167912,853476,361.4630054,3.599999905,56706,1.683234215,4.372472286,2.783440828,8.806692123,844.3119507,850.9785767,10.39853493,122.660675,1591.193481,0,0,1,0,NA
Delaware,2007,8,0,0,0,0,0,0,39,0.407990992,0,0,4.573766232,208.3995514,468.4005432,761.8252563,2436.292725,277.4751282,4.573766232,1.172760487,0.11727605,0.11727605,852689,366.4876643,3.400000095,57404,1.727476239,4.423535347,2.815211535,8.655090332,853.3005371,844.3119507,10.16232178,137.4568024,1633.911133,0,0,1,0,NA
Delaware,2008,8,0,0,0,0,0,0,57,0.449918777,0,0,6.614032745,214.3178711,453.9315186,787.0698853,2558.006348,296.703186,6.614032745,1.276392341,0.116035663,0.116035663,861804,366.5566649,4.599999905,51343,1.735893488,4.357951641,2.83533144,8.473040581,820.9523315,853.3005371,10.20846968,142.0208893,1705.706665,0,0,1,0,NA
Delaware,2009,8,0,0,0,0,0,0,41,0.451785713,2,1,4.746293068,194.482254,416.4004211,803.7442627,2412.042969,220.6447601,4.746293068,1.041869283,0.347289741,0.231526494,863832,361.9916836,8.100000381,52974,1.731123686,4.312644005,2.839209557,8.335301399,786.4955444,820.9523315,11.16061919,151.7135162,1783.295288,0,0,1,0,NA
Delaware,2010,8,0,0,0,0,0,0,48,0.459267348,1,0,5.382427216,205.0928955,379.6853638,842.6862183,2413.009277,216.3062897,5.718828678,1.009205103,0.224267796,0.112133898,891791,355.464453,8.699999809,55269,1.804458618,4.549608707,2.704669476,8.21436882,739.859436,786.4955444,10.97880557,167.0066223,1857.502441,0,0,1,0,NA
Florida,2000,10,0,0,0,0,0,0,903,0.228017226,12,20,5.790899277,203.9897156,577.2173462,1108.787231,3323.822266,571.9138184,5.707530975,NA,0.083368428,0.134672076,15593433,413.4945781,3.799999952,49196,1.226747155,2.170779228,2.301956177,5.250255108,457.3656006,460.5577087,12.03967722,66.35578156,743.991272,0,0,1,0,2005
Florida,2001,10,0,0,0,0,0,0,874,0.389874339,12,21,5.460077763,205.3276672,564.3184204,1099.837036,3226.993408,561.7320557,5.453830719,NA,0.081213973,0.137439027,16007098,393.4317139,4.699999809,44854,1.242292643,2.173610687,2.277839422,5.092878342,452.3243408,457.3656006,12.79483639,106.6912308,838.0107422,0,0,1,0,2005
Florida,2002,10,0,0,0,0,0,0,911,0.388447255,12,23,5.582567692,199.6549225,542.177002,1086.131104,3134.314453,542.4221191,5.551928043,NA,0.079663426,0.147070929,16318656,427.498441,5.699999809,46084,1.248852849,2.166949272,2.251913309,4.94183445,460.8835449,452.3243408,13.09810685,83.25737762,882.3441772,0,0,1,0,2005
Florida,2003,10,0,1,0,0,0,0,924,0.389810622,16,16,5.56018734,189.6902466,512.1269531,1026.853516,3041.789551,490.8068848,5.56018734,NA,0.10229782,0.10229782,16618145,413.6923826,5.300000191,46201,1.250747323,2.132006884,2.226259232,4.777019501,493.5087585,460.8835449,13.35442073,82.94298553,955.5940552,0,0,1,0,2005
Florida,2004,10,0,1,0,0,0,0,946,0.383505017,8,23,5.567921162,176.5549011,507.3459167,978.9888916,2839.781006,461.0014954,5.567921162,NA,0.052971765,0.141258046,16990183,424.3980185,4.699999809,46789,1.27886796,2.153802633,2.217639446,4.656524181,503.4259949,493.5087585,12.21291731,113.1538696,1047.32959,0,0,1,0,2005
Florida,2005,10,0.246575341,0,0,1,1,1,883,0.396337211,18,25,5.079818249,173.3984222,508.2177124,947.9815674,2720.619629,433.2113037,5.056807041,NA,0.10930527,0.149575621,17382511,409.2964474,3.900000095,48013,1.275189757,2.11555171,2.191121817,4.487119198,516.427124,503.4259949,12.77622663,126.2420425,1070.222778,0,0,1,0,2005
Florida,2006,10,1,0,0,1,1,1,1129,0.420476168,12,21,6.241055489,188.7629089,485.6359253,944.5773926,2618.999023,422.6338806,6.235527515,NA,0.071863346,0.121614896,18089889,409.3502177,3.299999952,49394,1.279604316,2.058707952,2.175590992,4.310148239,513.9279785,516.427124,12.34133609,104.2103195,1020.064575,0,0,1,0,2005
Florida,2007,10,1,0,0,1,1,1,1202,0.469965398,42,60,6.672244549,211.8021393,479.4579468,1009.412903,2724.262939,408.7388306,6.672244549,NA,0.238690943,0.338608086,18014927,413.8901035,4,48155,1.315520167,2.070638418,2.228779554,4.281543732,545.2089844,513.9279785,12.02952973,110.2408981,1012.290039,0,0,1,0,2005
Florida,2008,10,1,0,0,1,1,1,1169,0.466431379,41,52,6.429322243,199.4739838,455.662384,1036.583862,2787.949951,349.3338318,6.423822403,NA,0.230993614,0.291491926,18182321,406.2847642,6,45424,1.332728624,2.068311214,2.254899025,4.218113899,563.1184082,545.2089844,13.06337623,112.7120132,1006.131226,0,0,1,0,2005
Florida,2009,10,1,0,0,1,1,1,1017,0.442172676,45,60,5.581037045,169.6316986,417.6832581,998.1330566,2633.387939,275.8085938,5.581037045,NA,0.25243628,0.33475247,18222420,396.4072829,10.5,46384,1.351565838,2.084004164,2.27416563,4.165681839,570.2590332,563.1184082,14.88656282,111.9606018,1035.713135,0,0,1,0,2005
Florida,2010,10,1,0,0,1,1,1,987,0.425707281,40,56,5.285303116,139.6883698,372.289917,905.6182251,2454.983154,222.0255737,5.285303116,NA,0.219551608,0.30523029,18674425,387.6424575,11.89999962,44243,1.291188359,2.038831234,2.096267939,4.185735226,558.5499878,570.2590332,14.66394815,103.8504791,1118.121826,0,0,1,0,2005
Georgia,2000,11,0,0,1,0,0,0,651,0.515245259,9,7,8.185970306,166.6115265,320.0198669,861.1992798,3023.401855,486.6565552,7.532098293,1.496360183,0.125744551,0.100595638,7952631,369.726698,3.5,53051,0.035195898,0.258794844,0.074805431,0.64100796,556.1932983,540.4430542,12.65403864,121.9287415,870.8595581,0,0,1,0,2006
Georgia,2001,11,0,0,1,0,0,0,598,0.453686982,6,16,7.337416172,176.7114868,300.5027771,880.9684448,2926.181152,461.2142639,6.993858337,2.134967327,0.085889488,0.208588749,8150008,368.4536261,4,52434,0.042441677,0.278220594,0.080429368,0.624760151,563.6436157,556.1932983,12.98787682,128.2358398,958.7509155,0,0,1,0,2006
Georgia,2002,11,0,0,1,0,0,0,606,0.520622373,8,13,7.278185368,161.321106,277.7360535,887.9386597,2817.486572,456.8202515,7.146073341,2.978531361,0.108091868,0.1681429,8326251,320.084033,4.800000191,52040,0.045458633,0.284557849,0.083615065,0.611319542,569.8242798,563.6436157,13.29780954,118.8262253,1139.19104,0,0,1,0,2006
Georgia,2003,11,0,0,1,0,0,0,657,0.511073112,2,10,7.786017895,166.4216919,266.656311,936.2301636,2929.486328,514.2327271,7.537149906,2.796803951,0.035552595,0.130359516,8438203,366.7131497,4.800000191,50310,0.045187347,0.283034205,0.079305984,0.591132998,559.4556274,569.8242798,13.69419532,126.9399185,1131.919312,0,0,1,0,2006
Georgia,2004,11,0,1,1,0,0,0,613,0.405462801,12,0,7.143282413,159.1332245,274.5560913,967.1049194,2906.558594,515.5049438,6.455756187,2.610269547,0.151488855,0.011652989,8581489,341.4558942,4.699999809,47307,0.043733668,0.28837654,0.074544176,0.57843107,595.5143433,559.4556274,14.189682,119.366806,1223.443481,0,0,1,0,2006
Georgia,2005,11,0,1,1,0,0,0,564,0.484865755,6,6,6.393730164,159.174408,271.8128662,957.5064087,2829.497559,504.2091064,6.132992744,1.133640051,0.079354808,0.079354808,8821142,326.6130394,5.099999905,51292,0.04859915,0.29849878,0.082676373,0.595115662,552.6381836,595.5143433,14.41320183,108.6637573,1184.724731,0,0,1,0,2006
Georgia,2006,11,0.5,0,1,1,0,1,614,0.505869865,11,14,6.557068348,171.0177307,276.8065186,907.9083252,2547.880127,473.0379944,6.183293819,1.954305291,0.128151163,0.160188958,9363941,329.498018,4.699999809,53360,0.047917858,0.288521677,0.082636148,0.583312094,563.7797241,552.6381836,14.31293726,100.1865158,1021.770508,0,0,1,0,2006
Georgia,2007,11,1,0,1,1,0,1,731,0.565953732,8,7,7.833669186,185.3932648,287.3059692,969.1030884,2557.141113,455.7887878,7.544326782,2.175423861,0.096447363,0.085730985,9331515,310.5497875,4.400000095,51149,0.043947849,0.272485226,0.080104895,0.57195431,581.4275513,563.7797241,14.24378571,93.59454346,1091.486328,0,0,1,0,2006
Georgia,2008,11,1,0,1,1,0,1,650,0.573843896,18,13,6.835446835,187.8380737,279.7800903,1058.568848,2595.829346,416.362854,6.604093075,2.092698336,0.199805364,0.147225007,9509254,349.228236,6.099999905,46812,0.044872079,0.268685639,0.086568303,0.587448835,554.3967896,581.4275513,14.60639289,91.28598022,1027.193481,0,0,1,0,2006
Georgia,2009,11,1,0,1,1,0,1,566,0.528330266,11,8,5.959358215,154.0483551,258.5161133,1038.212891,2413.392578,349.1699524,5.875126839,1.75832653,0.126346812,0.094760112,9497667,366.5005311,9.699999809,44055,0.046822026,0.265128255,0.089685179,0.597399354,561.9379883,554.3967896,16.68953018,101.9716492,1058.665771,0,0,1,0,2006
Georgia,2010,11,1,0,1,1,0,1,558,0.564050734,22,7,5.804785252,128.7143402,250.167511,1006.19397,2347.411377,315.2580872,5.731965065,1.799691439,0.239265338,0.083222724,9612759,341.0051162,10.19999981,44108,0.026641674,0.246131212,0.055072639,0.555407643,587.0531006,561.9379883,16.03643657,116.9043121,1028.431396,0,0,1,0,2006
Hawaii,2000,12,0,0,0,0,0,0,35,0.12021371,0,1,2.976810694,95.51309204,123.3250122,907.0767212,3678.827637,520.0062866,2.976810694,0.255155206,0.08505173,0.170103461,1175755,307.717169,4,65263,0.055708885,7.604730606,0.093216702,13.56234932,429.7664185,413.5818176,10.06646793,187.679245,1112.970337,0,0,0,1,NA
Hawaii,2001,12,0,0,0,0,0,0,32,0.10420315,0,4,2.692209005,96.07820892,129.0577698,939.0761719,3779.609131,567.2988892,2.692209005,0.252394587,0.084131531,0.420657665,1188615,296.9843053,4.199999809,58423,0.057966623,7.722180843,0.099695861,13.35966682,456.918335,429.7664185,10.59131847,162.9906006,1075.299805,0,0,0,1,NA
Hawaii,2002,12,0,0,0,0,0,0,24,0.121487603,0,2,1.985872149,100.1210556,137.025177,1052.677734,4082.953125,819.9996948,1.985872149,0.330978692,0.082744673,0.248234019,1208537,293.9918265,4,57329,0.058748718,7.67647171,0.100948505,13.05777168,448.7243652,456.918335,11.14430092,142.1182404,1129.319336,0,0,0,1,NA
Hawaii,2003,12,0,0,0,0,0,0,22,0.130993158,0,1,1.800496817,95.5900116,150.8325195,933.7212524,3667.039063,789.8452148,1.800496817,0.24552229,0.081840761,0.163681522,1221885,292.4170442,3.900000095,61449,0.062526345,7.723721981,0.105001695,12.88656425,476.9679565,448.7243652,10.91469328,115.3898468,1179.997681,0,0,0,1,NA
Hawaii,2004,12,0,0,0,0,0,0,33,0.128177971,0,1,2.689469099,76.935112,155.0927124,882.3903198,3347.818359,702.5219116,2.689469099,0.32599625,0.081499062,0.162998125,1227008,279.2972825,3.200000048,64920,0.068377711,7.78878355,0.111653715,12.98434925,485.7344055,476.9679565,9.163509936,116.7836456,1266.811279,0,0,0,1,NA
Hawaii,2005,12,0,0,0,0,0,0,24,0.112887114,0,0,1.938363314,80.84590149,152.2422791,790.8522339,3407.31958,737.7895508,2.019128323,0.161530271,0.080765136,0.080765136,1238158,288.1700074,2.700000048,66548,0.07462699,7.817984581,0.114282668,12.90820694,496.3825378,485.7344055,9.833639972,100.0663452,1275.660767,0,0,0,1,NA
Hawaii,2006,12,0,0,0,0,0,0,21,0.13374126,1,1,1.633608103,88.99275208,162.582901,678.647522,2939.25,602.0234985,1.322444677,0.155581728,0.155581728,0.155581728,1285498,284.2478168,2.400000095,65392,0.075534932,7.550692558,0.118086532,12.66046333,464.1780701,496.3825378,9.16461947,84.79330444,1200.918457,0,0,0,1,NA
Hawaii,2007,12,0,0,0,0,0,0,24,0.09536542,1,0,1.880090952,87.89424896,158.3193207,712.0061035,2937.172119,492.1921387,1.880090952,0.626697004,0.156674251,0.078337125,1276534,288.1239356,2.700000048,67323,0.081705615,7.599170685,0.126357779,12.96181679,468.2993164,464.1780701,8.32190917,81.54343414,1230.790771,0,0,0,1,NA
Hawaii,2008,12,0,0,0,0,0,0,26,0.104147464,0,1,2.030816793,84.74755096,159.0285797,734.5308228,2454.476563,399.6022644,2.030816793,0.234325022,0.078108341,0.156216681,1280273,296.4211539,4,62299,0.08513809,7.575962543,0.130128503,13.05651188,465.1351624,468.2993164,9.108838506,97.4701004,1237.172363,0,0,0,1,NA
Hawaii,2009,12,0,0,0,0,0,0,23,0.115533978,1,0,1.796536803,80.45360565,164.9689331,722.0515747,2610.05542,379.3816833,1.796536803,0.31244117,0.156220585,0.078110293,1280241,296.9753351,6.900000095,56568,0.090920381,7.475467682,0.131381512,13.11010933,460.1477356,465.1351624,10.30243524,99.26890564,1340.209595,0,0,0,1,NA
Hawaii,2010,12,0,0,0,0,0,0,24,0.096774191,1,1,1.781052232,78.21788025,158.1425934,642.8856812,2324.273193,378.4736023,1.855262756,0.222631529,0.148421019,0.148421019,1347518,276.4341552,6.5,58507,0.09254051,7.172149181,0.132762611,13.2252779,438.7325439,460.1477356,9.782726465,90.51307678,1454.928223,0,0,0,1,NA
Idaho,2000,13,0,0,0,0,0,0,16,0.282511204,0,1,1.267369866,17.66396713,209.4328766,580.6138306,2261.067139,165.2333527,1.267369866,0.158421233,0.079210617,0.158421233,1262457,261.1574097,4.599999905,47620,11.55088806,42.8968277,20.20393562,100.0165558,438.4307861,386.8338928,11.48894576,77.69400787,763.8513794,0,0,0,1,NA
Idaho,2001,13,0,0,0,0,0,0,30,0.281632662,1,2,2.326497555,18.99973106,194.7278442,582.1672363,2193.499512,185.2667542,2.326497555,0.155099839,0.155099839,0.232649758,1289492,269.8737177,4.900000095,47095,11.43085766,42.48882675,19.62734222,96.16887665,465.764801,438.4307861,11.7576534,90.55065155,881.2160645,0,0,0,1,NA
Idaho,2002,13,0,0,0,0,0,0,36,0.337500006,0,0,2.751620293,18.34413528,202.2440948,568.7446289,2221.169189,200.7918549,2.751620293,0.305735588,0.076433897,0.076433897,1308320,267.6715177,5.400000095,45709,11.358078,42.04827499,19.10373688,92.93444824,474.1194763,465.764801,11.96335759,100.2636719,929.3602295,0,0,0,1,NA
Idaho,2003,13,0,0,0,0,0,0,26,0.314285725,1,0,1.950246215,18.37731934,191.7242126,587.8492432,2217.204834,198.4750519,1.950246215,0.075009473,0.150018945,0.075009473,1333165,265.3835047,5.300000191,50231,11.2747488,41.5862236,18.49636078,89.19781494,430.3293152,474.1194763,12.00294037,105.7421951,971.2792969,0,0,0,1,NA
Idaho,2004,13,0,0,0,0,0,0,31,0.298755199,0,1,2.279156923,17.71860886,190.1258087,563.9810791,2087.193115,201.3745575,2.279156923,0.367605984,0.073521197,0.147042394,1360152,266.1467248,4.699999809,51202,11.30910397,41.60762787,18.00203133,85.63682556,468.6976013,430.3293152,11.82132585,112.2057495,1028.878296,0,0,0,1,NA
Idaho,2005,13,0,0,0,0,0,0,35,0.327067673,1,0,2.507820845,19.05943871,200.0524445,577.9451904,1978.025757,206.6444397,2.937732935,0.2866081,0.14330405,0.071652025,1395634,263.607794,4,49338,11.12806034,40.7031517,17.47148514,81.77065277,488.5234985,468.6976013,13.35980637,85.28079224,1096.938354,0,0,0,1,NA
Idaho,2006,13,0,0,0,0,0,0,32,0.353741497,0,1,2.182118177,20.04821205,183.570694,510.2065125,1712.417236,164.272583,2.182118177,0.204573587,0.068191193,0.136382386,1466465,265.6728937,3.400000095,49974,10.67962742,38.74923706,16.5918045,76.5786438,485.7940674,488.5234985,12.47441978,91.87408447,1061.099976,0,0,0,1,NA
Idaho,2007,13,0,0,0,0,0,0,49,0.406779647,1,1,3.34914732,16.13058662,198.7616425,480.6368103,1686.398193,153.4456177,3.34914732,0.410099655,0.136699885,0.136699885,1463059,278.0475702,2.700000048,51720,10.80366516,38.92344666,16.55674934,75.68908691,500.2532349,485.7940674,12.15467045,83.42588806,1067.514893,0,0,0,1,NA
Idaho,2008,13,0,0,0,0,0,0,23,0.286307067,0,0,1.539787054,16.1342907,189.9293976,455.5761414,1591.470337,112.1366653,1.539787054,0.200841799,0.066947266,0.066947266,1493713,298.651749,4.199999809,48020,10.71330261,37.85499573,16.19748878,73.40292358,488.0455627,500.2532349,12.45319549,83.46305084,1094.793945,0,0,0,1,NA
Idaho,2009,13,0,0,0,0,0,0,24,0.409448832,0,0,1.607961535,17.01759338,197.7792664,447.6832886,1545.38501,98.62164307,1.607961535,0.1339968,0.0669984,0.0669984,1492573,282.3982479,8,47550,10.83719158,37.58690643,16.19123459,72.66679382,495.788147,488.0455627,14.57402754,110.4625778,1198.674194,0,0,0,1,NA
Idaho,2010,13,0,0,0,0,0,0,21,0.280373842,0,0,1.351869822,13.77619743,174.1337128,418.5646362,1510.360474,85.10342407,1.416244626,0.193124264,0.064374752,0.064374752,1553404,279.4508061,9.199999809,47014,10.17603874,39.22044754,14.67197227,78.59539795,478.3688049,495.788147,14.04863126,90.65188599,1148.952271,0,0,0,1,NA
Illinois,2000,14,0,0,0,0,0,0,898,NA,3,10,7.423013687,211.9526672,419.3506775,676.5853882,2588.639648,415.5151978,5.554861069,0.793551624,0.033064649,0.090927787,12097512,413.1923986,4.5,58322,0.345922381,3.066035509,0.596370578,6.313521385,374.3001099,368.2275391,10.1499052,132.2709503,1023.215027,0,1,0,0,NA
Illinois,2001,14,0,0,0,0,0,0,982,NA,6,9,8.075343132,205.0166779,405.7983398,650.9450073,2522.574463,400.749176,5.904375076,1.907820344,0.057563547,0.082233638,12160474,414.219051,5.400000095,56861,0.35108006,3.072791338,0.59519881,6.182859421,364.6897278,374.3001099,10.26140922,133.9066772,1076.257446,0,1,0,0,NA
Illinois,2002,14,0,0,0,0,0,0,961,NA,5,4,7.826353073,206.1564026,367.4069519,663.244751,2477.61499,364.9474792,5.822937012,1.278602958,0.048863806,0.040719837,12279027,410.7898777,6.599999905,51763,0.351778686,3.053800583,0.58968842,6.024141788,347.6904297,364.6897278,11.49821562,129.5345001,1079.941406,0,1,0,0,NA
Illinois,2003,14,0,0,0,0,0,0,895,NA,13,15,7.259471416,192.9316101,336.6610413,635.4674072,2400.143555,337.6911621,5.256019592,0.827336431,0.113555983,0.129778266,12328721,408.0147487,6.699999809,53528,0.357612103,3.055499315,0.591099441,5.910978317,352.1695251,347.6904297,11.57442041,120.012886,1103.394897,0,1,0,0,NA
Illinois,2004,14,0,0,0,0,0,0,780,NA,6,9,6.295135021,182.2522278,337.2174683,614.0823364,2316.488525,325.8377991,4.083766937,0.855492651,0.056494799,0.080706857,12390521,404.9385817,6.199999809,53186,0.362333447,3.043778419,0.592291474,5.808488369,355.54599,352.1695251,11.993967,119.2970886,1182.615723,0,1,0,0,NA
Illinois,2005,14,0,0,0,0,0,0,770,NA,3,11,6.189536095,186.9320221,338.8811035,624.0579834,2231.946777,316.4942932,4.131716251,0.707375526,0.032153435,0.096460298,12440351,413.0912383,5.699999809,54053,0.36791566,3.037261486,0.596791863,5.716526985,361.0750122,355.54599,11.93689792,101.5237656,1304.085205,0,1,0,0,NA
Illinois,2006,14,0,0,0,0,0,0,780,0.008788159,2,11,6.078567982,185.3339691,318.4078369,602.0821533,2124.209961,293.3376465,4.855061054,0.880613029,0.023379108,0.093516432,12831970,405.6664721,4.5,52632,0.36409843,2.940748692,0.586090863,5.484278679,351.5126648,361.0750122,11.97113927,89.77206421,1242.979004,0,1,0,0,NA
Illinois,2007,14,0,0,0,0,0,0,752,0.010779221,2,16,5.882790565,180.7080536,317.3968811,590.8136597,2095.830078,265.0932617,5.210024834,0.750994563,0.02346858,0.132988617,12783049,418.8124445,5,55213,0.372774929,2.936615467,0.597369194,5.466989994,353.7106018,351.5126648,11.70418732,91.9858551,1280.566528,0,1,0,0,NA
Illinois,2008,14,0,0,0,0,0,0,790,0.010803174,0,20,6.157916546,187.5982056,303.0552368,615.5422363,2101.120117,255.0936432,5.128999233,0.802867651,0.007794831,0.163691461,12829014,409.7041285,6.599999905,53928,0.376365632,2.917379379,0.601379037,5.402168751,354.4621582,353.7106018,11.92012886,86.07415009,1355.219727,0,1,0,0,NA
Illinois,2009,14,0,0,0,0,0,0,773,0.011473193,2,15,6.046127319,179.2954407,286.1781616,608.9146729,1946.188232,208.6500549,5.396931171,0.539693117,0.02346492,0.12514624,12785043,397.5974113,10,53743,0.38329944,2.919489622,0.607045293,5.356227398,353.2330627,354.4621582,13.07264277,89.60845184,1481.532349,0,1,0,0,NA
Illinois,2010,14,0,0,0,0,0,0,706,0.012017553,0,14,5.517496586,156.7250366,250.4130707,589.2545776,1874.026367,225.0450897,5.47060585,0.312606037,0.007815151,0.117227264,12795658,389.5774645,10.5,50761,0.385193169,2.982503891,0.605603874,5.414727211,378.3939819,353.2330627,12.787283,90.90497589,1473.752563,0,1,0,0,NA
Indiana,2000,15,0,0,1,0,0,0,352,0.392231762,2,2,5.963745594,106.4325256,217.4903412,696.4705811,2451.692383,357.3164673,5.252162457,0.847122967,0.050827377,0.050827377,5902331,264.0821059,2.900000095,51740,0.108092889,3.349863052,0.167035699,6.277706146,342.4917908,324.9086609,8.968033138,60.7381897,868.1292725,0,1,0,0,2006
Indiana,2001,15,0,0,1,0,0,0,413,0.458931804,1,6,6.956902504,120.7940674,226.293045,720.25,2481.087402,362.1463623,6.401024342,0.842240036,0.033689599,0.117913604,5936550,281.2070984,4.199999809,49728,0.111394666,3.353008032,0.165129572,6.107806683,353.1680908,342.4917908,9.159225476,58.27985764,901.5255737,0,1,0,0,2006
Indiana,2002,15,0,0,1,0,0,0,362,0.495614022,5,6,6.052619934,110.5522766,220.4357452,712.3532715,2442.33252,339.1975098,5.51758194,0.518318295,0.100319669,0.117039613,5980881,289.121285,5.199999809,49747,0.113628745,3.347851276,0.165142894,5.93081522,361.3347168,353.1680908,9.785297517,70.64653015,1038.566406,0,1,0,0,2006
Indiana,2003,15,0,0,1,0,0,0,338,0.458522111,2,7,5.61700201,106.374054,222.4033661,691.0241699,2421.060791,345.179718,5.317871571,0.781062424,0.049855046,0.132946789,6017445,287.995985,5.300000191,50294,0.116178878,3.356856585,0.16412282,5.769807816,383.3686829,361.3347168,10.13129326,80.09973145,1059.140015,0,1,0,0,2006
Indiana,2004,15,0,1,1,0,0,0,316,0.453946322,3,2,5.215442181,105.1835861,194.7868652,695.9644775,2453.733643,348.0977783,4.951369286,0.792219102,0.066018261,0.049513694,6058930,282.3765912,5.300000191,48860,0.119096935,3.35123539,0.165111661,5.631159306,396.2415771,383.3686829,11.27874064,86.85405731,1081.335449,0,1,0,0,2006
Indiana,2005,15,0,1,1,0,0,0,356,0.495814353,3,8,5.842413902,111.7443695,185.1355896,718.0917358,2482.664795,356.8467407,5.464954376,0.722096086,0.065645099,0.147701472,6093372,274.084694,5.300000191,47396,0.12090186,3.340613365,0.168133512,5.513301849,401.3377075,396.2415771,12.08906989,107.9748611,1076.709351,0,1,0,0,2006
Indiana,2006,15,0.5,0,1,1,0,1,362,0.229891449,7,3,5.733726978,113.8192291,174.9420319,723.9859619,2397.252197,343.10495,5.401107311,0.712756097,0.126712203,0.063356102,6313520,252.3790215,5,49103,0.123623587,3.226155996,0.163823038,5.253456116,413.2559814,401.3377075,12.17453972,107.8501358,1064.147705,0,1,0,0,2006
Indiana,2007,15,1,0,1,1,0,1,354,0.468320608,5,4,5.617543221,124.728508,180.9674072,738.4054565,2362.177002,309.3774719,5.316036701,0.71409452,0.095212601,0.079343833,6301687,256.4868741,4.599999905,49900,0.128473535,3.193002224,0.169526041,5.243135452,430.5513611,413.2559814,11.98480661,115.9077454,1147.237061,0,1,0,0,2006
Indiana,2008,15,1,0,1,1,0,1,322,0.510472953,4,4,5.082395554,119.8151093,187.8118744,771.9085693,2313.04248,276.3591919,4.892989635,0.773407996,0.078919187,0.078919187,6335595,250.5999831,5.900000095,47108,0.13289991,3.151558876,0.173196048,5.189536095,447.0298462,430.5513611,12.62023535,118.3357773,1284.2677,0,1,0,0,2006
Indiana,2009,15,1,0,1,1,0,1,312,0.466448903,3,7,4.919219971,115.8381729,191.9599457,770.6777954,2163.037842,218.1642456,4.651185513,0.961770594,0.063066922,0.126133844,6342469,265.7640108,10,45036,0.1404185,3.114922523,0.177170753,5.149729729,454.2079773,447.0298462,14.12098348,128.9149323,1203.442505,0,1,0,0,2006
Indiana,2010,15,1,0,1,1,0,1,292,0.458755434,13,5,4.521346569,96.2953949,187.6203918,729.5316772,2121.734863,203.1199493,4.041340828,0.650330663,0.216776893,0.092904381,6458253,241.1952582,9.899999619,46322,0.152750283,2.979397058,0.21149683,5.253789425,433.9873352,454.2079773,13.80079102,137.1226807,1238.254395,0,1,0,0,2006
